"RCode","Orig","Dest","DepFix","Route String","DCNTR","ACNTR","TCNTRs","CoordReq","Play","NavEqp","Length","File","Action","Mods"
"APABTVE1","KAPA","KBTV","ZIRKL","KAPA ECHOO1 ZIRKL OVR GIJ DKK GONZZ LAGGS KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1468","2","Modified","Route String Length"
"APABTVN1","KAPA","KBTV","CHUWY","KAPA MRSHH2 CHUWY ONL BAE DKK GONZZ LAGGS BTV KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1508","1","Modified","Route String Length"
"APABTVN1","KAPA","KBTV","CHUWY","KAPA MRSHH2 CHUWY ONL BAE DKK GONZZ LAGGS KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1506","2","Modified","Route String Length"
"APABTVS1","KAPA","KBTV","SLEEK","KAPA SKYEE1 SLEEK HLC LMN GIJ DKK GONZZ LAGGS BTV KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1581","1","Modified","Route String Length"
"APABTVS1","KAPA","KBTV","SLEEK","KAPA SKYEE1 SLEEK HLC LMN GIJ DKK GONZZ LAGGS KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1579","2","Modified","Route String Length"
"APABTVW1","KAPA","KBTV","CHNGY","KAPA WNGSS1 CHNGY CHE DDRTH ONL BAE DKK GONZZ LAGGS BTV KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1711","1","Modified","Route String Length"
"APABTVW1","KAPA","KBTV","CHNGY","KAPA WNGSS1 CHNGY CHE DDRTH ONL BAE DKK GONZZ LAGGS KBTV","ZDV","ZBW","ZAU ZBW ZDV ZMP ZOB","N","","2","1708","2","Modified","Route String Length"
"APABWIE1","KAPA","KBWI","SHAYK","KAPA ECHOO1 SHAYK SLN ENL SITTR CJAAE RAVNN8 KBWI","ZDV","ZDC","ZDC ZDV ZID ZKC","N","","2","1392","1","Modified","Route String Length"
"APABWIE1","KAPA","KBWI","SHAYK","KAPA ECHOO1 SHAYK SLN ENL SITTR CJAAE RAVNN9 KBWI","ZDV","ZDC","ZDC ZDV ZID ZKC","N","","2","1352","2","Modified","Route String Length"
"APABWIS1","KAPA","KBWI","SLEEK","KAPA SKYEE1 SLEEK GCK ENL SITTR CJAAE RAVNN8 KBWI","ZDV","ZDC","ZDC ZDV ZID ZKC","N","","2","1472","1","Modified","Route String Length"
"APABWIS1","KAPA","KBWI","SLEEK","KAPA SKYEE1 SLEEK GCK ENL SITTR CJAAE RAVNN9 KBWI","ZDV","ZDC","ZDC ZDV ZID ZKC","N","","2","1432","2","Modified","Route String Length"
"APACLTE1","KAPA","KCLT","SHAYK","KAPA ECHOO1 SHAYK SLN BUM BNA TAZZA FILPZ4 KCLT","ZDV","ZTL","ZDV ZKC ZME ZTL","N","","2","1197","1","Modified","Route String Length"
"APACLTE1","KAPA","KCLT","SHAYK","KAPA ECHOO1 SHAYK SLN BUM BNA TAZZA FILPZ5 KCLT","ZDV","ZTL","ZDV ZKC ZME ZTL","N","","2","1178","2","Modified","Route String Length"
"APACLTN1","KAPA","KCLT","CHUWY","KAPA MRSHH2 CHUWY ONL ENL PXV SKYWA FILPZ4 KCLT","ZDV","ZTL","ZDV ZID ZKC ZME ZMP ZTL","N","","2","1308","1","Modified","Route String Length"
"APACLTN1","KAPA","KCLT","CHUWY","KAPA MRSHH2 CHUWY ONL ENL PXV SKYWA FILPZ5 KCLT","ZDV","ZTL","ZDV ZID ZKC ZME ZMP ZTL","N","","2","1289","2","Modified","Route String Length"
"APACLTS1","KAPA","KCLT","SLEEK","KAPA SKYEE1 SLEEK SGF BNA TAZZA FILPZ4 KCLT","ZDV","ZTL","ZDV ZKC ZME ZTL","N","","2","1263","1","Modified","Route String Length"
"APACLTS1","KAPA","KCLT","SLEEK","KAPA SKYEE1 SLEEK SGF BNA TAZZA FILPZ5 KCLT","ZDV","ZTL","ZDV ZKC ZME ZTL","N","","2","1244","2","Modified","Route String Length"
"APACLTW1","KAPA","KCLT","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM MMB ARG TAZZA FILPZ4 KCLT","ZDV","ZTL","ZAB ZDV ZKC ZME ZTL","N","","2","1548","1","Modified","Route String Length"
"APACLTW1","KAPA","KCLT","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM MMB ARG TAZZA FILPZ5 KCLT","ZDV","ZTL","ZAB ZDV ZKC ZME ZTL","N","","2","1529","2","Modified","Route String Length"
"APAFLLE1","KAPA","KFLL","DUUZE","KAPA ECHOO1 DUUZE PER RZC MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","2","1509","1","Modified","Length"
"APAFLLE1","KAPA","KFLL","DUUZE","KAPA ECHOO1 DUUZE PER RZC MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","2","1549","2","Modified","Length"
"APAFLLN1","KAPA","KFLL","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","2","1709","1","Modified","Length"
"APAFLLN1","KAPA","KFLL","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","2","1749","2","Modified","Length"
"APAFLLS1","KAPA","KFLL","SLEEK","KAPA SKYEE1 SLEEK PER RZC MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","2","1550","1","Modified","Length"
"APAFLLS1","KAPA","KFLL","SLEEK","KAPA SKYEE1 SLEEK PER RZC MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","2","1590","2","Modified","Length"
"APAFLLW1","KAPA","KFLL","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","2","1826","1","Modified","Length"
"APAFLLW1","KAPA","KFLL","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC MERDN DEFUN TEEKY4 KFLL","ZDV","ZMA","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","2","1866","2","Modified","Length"
"APAHOUW1","KAPA","KHOU","TEHRU","KAPA WNGSS1 TEHRU MTJ TXO ELLVR NNEAL KIDDZ5 KHOU","ZDV","ZHU","ZAB ZDV ZFW ZHU","N","","2","1036","1","Modified","Route String"
"APAHOUW1","KAPA","KHOU","TEHRU","KAPA WNGSS1 TEHRU MTJ TXO ELLVR KIDDZ5 KHOU","ZDV","ZHU","ZAB ZDV ZFW ZHU","N","","2","1036","2","Modified","Route String"
"APALGAS1","KAPA","KLGA","SLEEK","KAPA SKYEE1 SLEEK GCK STL ROD SPYDY Q186 WEVEL ETG MIP4 KLGA","ZDV","ZNY","ZDV ZID ZKC ZNY ZOB","N","","2","1558","1","Modified","Length"
"APALGAS1","KAPA","KLGA","SLEEK","KAPA SKYEE1 SLEEK GCK STL ROD SPYDY Q186 WEVEL ETG MIP4 KLGA","ZDV","ZNY","ZDV ZID ZKC ZNY ZOB","N","","2","1573","2","Modified","Length"
"APAMCOE1","KAPA","KMCO","DUUZE","KAPA ECHOO1 DUUZE PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1429","1","Modified","Length"
"APAMCOE1","KAPA","KMCO","DUUZE","KAPA ECHOO1 DUUZE PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1437","2","Modified","Length"
"APAMCON1","KAPA","KMCO","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MEM MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","3","1610","1","Modified","Length"
"APAMCON1","KAPA","KMCO","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MEM MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","3","1619","2","Modified","Length"
"APAMCOS1","KAPA","KMCO","SLEEK","KAPA SKYEE1 SLEEK PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1470","1","Modified","Length"
"APAMCOS1","KAPA","KMCO","SLEEK","KAPA SKYEE1 SLEEK PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1478","2","Modified","Length"
"APAMCOW1","KAPA","KMCO","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1746","1","Modified","Length"
"APAMCOW1","KAPA","KMCO","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KMCO","ZDV","ZJX","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1755","2","Modified","Length"
"APAMIAE1","KAPA","KMIA","DUUZE","KAPA ECHOO1 DUUZE PER RZC MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1515","1","Modified","Length"
"APAMIAE1","KAPA","KMIA","DUUZE","KAPA ECHOO1 DUUZE PER RZC MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1564","2","Modified","Length"
"APAMIAN1","KAPA","KMIA","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","3","1715","1","Modified","Length"
"APAMIAN1","KAPA","KMIA","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","3","1764","2","Modified","Length"
"APAMIAS1","KAPA","KMIA","SLEEK","KAPA SKYEE1 SLEEK PER RZC MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1556","1","Modified","Length"
"APAMIAS1","KAPA","KMIA","SLEEK","KAPA SKYEE1 SLEEK PER RZC MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1605","2","Modified","Length"
"APAMIAW1","KAPA","KMIA","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1833","1","Modified","Length"
"APAMIAW1","KAPA","KMIA","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC MERDN DEFUN FROGZ5 KMIA","ZDV","ZMA","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1881","2","Modified","Length"
"APAMSPE1","KAPA","KMSP","WYNDM","KAPA ECHOO1 WYNDM ROKKK NITZR4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","666","1","Modified","Length"
"APAMSPE1","KAPA","KMSP","WYNDM","KAPA ECHOO1 WYNDM ROKKK NITZR4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","676","2","Modified","Length"
"APAMSPN1","KAPA","KMSP","CHUWY","KAPA MRSHH2 CHUWY ONL SSWAN TORGY4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","633","1","Modified","Length"
"APAMSPN1","KAPA","KMSP","CHUWY","KAPA MRSHH2 CHUWY ONL SSWAN TORGY4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","644","2","Modified","Length"
"APAMSPS1","KAPA","KMSP","SLEEK","KAPA SKYEE1 SLEEK HLC ROKKK NITZR4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","800","1","Modified","Length"
"APAMSPS1","KAPA","KMSP","SLEEK","KAPA SKYEE1 SLEEK HLC ROKKK NITZR4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","810","2","Modified","Length"
"APAMSPW1","KAPA","KMSP","CHNGY","KAPA WNGSS1 CHNGY CHE DDRTH UFFDA TORGY4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","818","1","Modified","Length"
"APAMSPW1","KAPA","KMSP","CHNGY","KAPA WNGSS1 CHNGY CHE DDRTH UFFDA TORGY4 KMSP","ZDV","ZMP","ZDV ZMP","N","","2","830","2","Modified","Length"
"APAMSYE1","KAPA","KMSY","DUUZE","KAPA ECHOO1 DUUZE END TXK NTCHZ TRSSH1 KMSY","ZDV","ZHU","ZDV ZFW ZHU ZKC","N","","2","962","1","Modified","Route String Length"
"APAMSYE1","KAPA","KMSY","DUUZE","KAPA ECHOO1 DUUZE END TXK NTCHZ TRSSH2 KMSY","ZDV","ZHU","ZDV ZFW ZHU ZKC","N","","2","949","2","Modified","Route String Length"
"APAMSYN1","KAPA","KMSY","CHUWY","KAPA MRSHH2 CHUWY HAAND ICT RZC MCB TRSSH1 KMSY","ZDV","ZHU","ZDV ZHU ZKC ZME","N","","2","1121","1","Modified","Route String"
"APAMSYN1","KAPA","KMSY","CHUWY","KAPA MRSHH2 CHUWY HAAND ICT RZC MCB TRSSH2 KMSY","ZDV","ZHU","ZDV ZHU ZKC ZME","N","","2","1121","2","Modified","Route String"
"APAMSYS1","KAPA","KMSY","SLEEK","KAPA SKYEE1 SLEEK TOTOE EIC NTCHZ TRSSH1 KMSY","ZDV","ZHU","ZDV ZFW ZHU ZKC","N","","2","986","1","Modified","Route String Length"
"APAMSYS1","KAPA","KMSY","SLEEK","KAPA SKYEE1 SLEEK TOTOE EIC NTCHZ TRSSH2 KMSY","ZDV","ZHU","ZDV ZFW ZHU ZKC","N","","2","973","2","Modified","Route String Length"
"APAMSYW1","KAPA","KMSY","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM EIC NTCHZ TRSSH1 KMSY","ZDV","ZHU","ZAB ZDV ZFW ZHU","N","","2","1225","1","Modified","Route String Length"
"APAMSYW1","KAPA","KMSY","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM EIC NTCHZ TRSSH2 KMSY","ZDV","ZHU","ZAB ZDV ZFW ZHU","N","","2","1211","2","Modified","Route String Length"
"APAORLE1","KAPA","KORL","DUUZE","KAPA ECHOO1 DUUZE PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1430","1","Modified","Length"
"APAORLE1","KAPA","KORL","DUUZE","KAPA ECHOO1 DUUZE PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1440","2","Modified","Length"
"APAORLN1","KAPA","KORL","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MEM MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","3","1611","1","Modified","Length"
"APAORLN1","KAPA","KORL","CHUWY","KAPA MRSHH2 CHUWY ONL SGF MEM MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZMP ZTL","N","","3","1622","2","Modified","Length"
"APAORLS1","KAPA","KORL","SLEEK","KAPA SKYEE1 SLEEK PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1471","1","Modified","Length"
"APAORLS1","KAPA","KORL","SLEEK","KAPA SKYEE1 SLEEK PER RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1482","2","Modified","Length"
"APAORLW1","KAPA","KORL","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1747","1","Modified","Length"
"APAORLW1","KAPA","KORL","TEHRU","KAPA WNGSS1 TEHRU MTJ CIM END RZC LIT MGMRY ACORI BULZI NICKI PLYER BAYNE PRICY5 KORL","ZDV","ZJX","ZAB ZDV ZJX ZKC ZMA ZME ZTL","N","","3","1758","2","Modified","Length"
"APAPDXE1","KAPA","KPDX","WYNDM","KAPA ECHOO1 WYNDM CINIV KUTCH DBS JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","1228","1","Modified","Length"
"APAPDXE1","KAPA","KPDX","WYNDM","KAPA ECHOO1 WYNDM CINIV KUTCH DBS JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","1237","2","Modified","Length"
"APAPDXN1","KAPA","KPDX","DDRTH","KAPA MRSHH2 DDRTH BPI JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","898","1","Modified","Length"
"APAPDXN1","KAPA","KPDX","DDRTH","KAPA MRSHH2 DDRTH BPI JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","907","2","Modified","Length"
"APAPDXS1","KAPA","KPDX","DAAYE","KAPA SKYEE1 DAAYE HELPS BDROC TCH BOI JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","1048","1","Modified","Length"
"APAPDXS1","KAPA","KPDX","DAAYE","KAPA SKYEE1 DAAYE HELPS BDROC TCH BOI JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","1057","2","Modified","Length"
"APAPDXW1","KAPA","KPDX","CHNGY","KAPA WNGSS1 CHNGY BOI JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","874","1","Modified","Length"
"APAPDXW1","KAPA","KPDX","CHNGY","KAPA WNGSS1 CHNGY BOI JOTBA HHOOD6 KPDX","ZDV","ZSE","ZDV ZLC ZSE","N","","2","883","2","Modified","Length"
"APFBTVC2","KAPF","KBTV","CAMJO","KAPF CSHEL8 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 LLUND BIZEX CAM GRNMT BTV KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","Y","","2","1259","1","Modified","Route String Length"
"APFBTVC2","KAPF","KBTV","CAMJO","KAPF CSHEL8 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 LLUND BIZEX CAM GRNMT KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","Y","","2","1258","2","Modified","Route String Length"
"APFBTVD2","KAPF","KBTV","DUCEN","KAPF DYLYN TIRCO MATLK ZERBO DUCEN VIYAP SUSYQ Q87 JROSS ELLDE Q97 PAACK JAMIE Q133 CAM GRNMT BTV KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","Y","","2","1243","1","Modified","Route String"
"APFBTVD2","KAPF","KBTV","DUCEN","KAPF DYLYN TIRCO MATLK ZERBO DUCEN VIYAP SUSYQ Q87 JROSS ELLDE Q97 PAACK JAMIE Q133 CAM GRNMT KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","Y","","2","1243","2","Modified","Route String"
"APFBTVL0","KAPF","KBTV","LENDS","KAPF CSHEL8 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q133 CAM GRNMT BTV KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","N","","2","1264","1","Modified","Route String Length"
"APFBTVL0","KAPF","KBTV","LENDS","KAPF CSHEL8 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q133 CAM GRNMT KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","N","","2","1263","2","Modified","Route String Length"
"APFBTVN2","KAPF","KBTV","HILTI","KAPF MOOKY PIKKR HILTI DEANR CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 LLUND BIZEX CAM GRNMT BTV KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","Y","","2","1296","1","Modified","Route String Length"
"APFBTVN2","KAPF","KBTV","HILTI","KAPF MOOKY PIKKR HILTI DEANR CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 LLUND BIZEX CAM GRNMT KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","Y","","2","1295","2","Modified","Route String Length"
"APFBTVV0","KAPF","KBTV","TOLLZ","KAPF CSHEL8 TOLLZ FEMON Q87 JROSS ELLDE Q97 PAACK JAMIE Q133 CAM GRNMT BTV KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","N","","2","1235","1","Modified","Route String Length"
"APFBTVV0","KAPF","KBTV","TOLLZ","KAPF CSHEL8 TOLLZ FEMON Q87 JROSS ELLDE Q97 PAACK JAMIE Q133 CAM GRNMT KBTV","ZMA","ZBW","ZBW ZDC ZJX ZMA ZNY","N","","2","1234","2","Modified","Route String Length"
"APFBWIC2","KAPF","KBWI","CAMJO","KAPF CSHEL8 CAMJO Q99 OGRAE GOOOB THHMP RAVNN8 KBWI","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","901","1","Modified","Route String Length"
"APFBWIC2","KAPF","KBWI","CAMJO","KAPF CSHEL8 CAMJO Q99 OGRAE GOOOB THHMP RAVNN9 KBWI","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","876","2","Modified","Route String Length"
"APFBWID2","KAPF","KBWI","DUCEN","KAPF DYLYN TIRCO MATLK ZERBO DUCEN VIYAP SUSYQ Q87 RAYVO Q113 AARNN THHMP RAVNN8 KBWI","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","885","1","Modified","Route String Length"
"APFBWID2","KAPF","KBWI","DUCEN","KAPF DYLYN TIRCO MATLK ZERBO DUCEN VIYAP SUSYQ Q87 RAYVO Q113 AARNN THHMP RAVNN9 KBWI","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","860","2","Modified","Route String Length"
"APFBWIL0","KAPF","KBWI","LENDS","KAPF CSHEL8 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN8 KBWI","ZMA","ZDC","ZDC ZJX ZMA","N","","2","923","1","Modified","Route String Length"
"APFBWIL0","KAPF","KBWI","LENDS","KAPF CSHEL8 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN9 KBWI","ZMA","ZDC","ZDC ZJX ZMA","N","","2","898","2","Modified","Route String Length"
"APFBWIN2","KAPF","KBWI","HILTI","KAPF MOOKY PIKKR HILTI DEANR CAMJO Q99 OGRAE GOOOB THHMP RAVNN8 KBWI","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","938","1","Modified","Route String Length"
"APFBWIN2","KAPF","KBWI","HILTI","KAPF MOOKY PIKKR HILTI DEANR CAMJO Q99 OGRAE GOOOB THHMP RAVNN9 KBWI","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","913","2","Modified","Route String Length"
"APFBWIV0","KAPF","KBWI","TOLLZ","KAPF CSHEL8 TOLLZ FEMON Q87 RAYVO Q113 AARNN THHMP RAVNN8 KBWI","ZMA","ZDC","ZDC ZJX ZMA","N","","2","876","1","Modified","Route String Length"
"APFBWIV0","KAPF","KBWI","TOLLZ","KAPF CSHEL8 TOLLZ FEMON Q87 RAYVO Q113 AARNN THHMP RAVNN9 KBWI","ZMA","ZDC","ZDC ZJX ZMA","N","","2","851","2","Modified","Route String Length"
"APFCLTC2","KAPF","KCLT","CAMJO","KAPF CSHEL8 CAMJO WIGVO PONZE BANKR5 KCLT","ZMA","ZTL","ZJX ZMA ZTL","Y","","2","573","1","Modified","Route String Length"
"APFCLTC2","KAPF","KCLT","CAMJO","KAPF CSHEL8 CAMJO WIGVO PONZE BANKR6 KCLT","ZMA","ZTL","ZJX ZMA ZTL","Y","","2","569","2","Modified","Route String Length"
"APFCLTD2","KAPF","KCLT","SHRKS","KAPF DYLYN TIRCO STYMY WAKKO MJAMS ETORE SHRKS TEUFL Q77 WIGVO PONZE BANKR5 KCLT","ZMA","ZTL","ZJX ZMA ZTL","Y","","2","587","1","Modified","Route String Length"
"APFCLTD2","KAPF","KCLT","SHRKS","KAPF DYLYN TIRCO STYMY WAKKO MJAMS ETORE SHRKS TEUFL Q77 WIGVO PONZE BANKR6 KCLT","ZMA","ZTL","ZJX ZMA ZTL","Y","","2","584","2","Modified","Route String Length"
"APFCLTN2","KAPF","KCLT","HILTI","KAPF MOOKY PIKKR HILTI DEANR CAMJO TWINS PONZE BANKR5 KCLT","ZMA","ZTL","ZJX ZMA ZTL","Y","","2","609","1","Modified","Route String Length"
"APFCLTN2","KAPF","KCLT","HILTI","KAPF MOOKY PIKKR HILTI DEANR CAMJO TWINS PONZE BANKR6 KCLT","ZMA","ZTL","ZJX ZMA ZTL","Y","","2","606","2","Modified","Route String Length"
"APFCLTV0","KAPF","KCLT","TOLLZ","KAPF CSHEL8 TOLLZ FEMON CHECR STOCR4 KCLT","ZMA","ZTL","ZJX ZMA ZTL","N","","2","587","1","Modified","Route String Length"
"APFCLTV0","KAPF","KCLT","TOLLZ","KAPF CSHEL8 TOLLZ FEMON CHECR STOCR5 KCLT","ZMA","ZTL","ZJX ZMA ZTL","N","","2","558","2","Modified","Route String Length"
"APFDCAC2","KAPF","KDCA","CAMJO","KAPF CSHEL8 CAMJO Q99 OGRAE FUUFF WAVES CAPSS4 KDCA","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","850","1","Modified","Length"
"APFDCAC2","KAPF","KDCA","CAMJO","KAPF CSHEL8 CAMJO Q99 OGRAE FUUFF WAVES CAPSS4 KDCA","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","852","2","Modified","Length"
"APFDCAD2","KAPF","KDCA","DUCEN","KAPF DYLYN TIRCO MATLK ZERBO DUCEN VIYAP SUSYQ Q87 RAYVO Q113 AARNN WAVES CAPSS4 KDCA","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","835","1","Modified","Length"
"APFDCAD2","KAPF","KDCA","DUCEN","KAPF DYLYN TIRCO MATLK ZERBO DUCEN VIYAP SUSYQ Q87 RAYVO Q113 AARNN WAVES CAPSS4 KDCA","ZMA","ZDC","ZDC ZJX ZMA","Y","","2","838","2","Modified","Length"
"APFDCAL0","KAPF","KDCA","LENDS","KAPF CSHEL8 LENDS GRUBR Y299 SEELO GARIC RANAY TANJA WAVES CAPSS4 KDCA","ZMA","ZDC","ZDC ZJX ZMA","N","","2","876","1","Modified","Length"
"APFDCAL0","KAPF","KDCA","LENDS","KAPF CSHEL8 LENDS GRUBR Y299 SEELO GARIC RANAY TANJA WAVES CAPSS4 KDCA","ZMA","ZDC","ZDC ZJX ZMA","N","","2","878","2","Modified","Length"
