routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,ALT_DESCRIP,AIRCRAFT,HOURS,ROUTE_DIR_DESCRIP,DESIGNATOR,ROUTE_STRING
PIT:FLL:H:1,PIT,FLL,H,1,,"JETS ONLY, EXCLUDES EA50, E50P, SF50, C510, C525",,WATER,,CKB COBBE DANCO Q103 SLOJO EFFAY Q83 JEVED Q97 PRMUS CUUDA3
PIT:FLL:H:2,PIT,FLL,H,2,,"VLJ/TURBPROP ONLY: INCL EA50,E50P,SF50,C510,C525",,,,CKB COBBE DANCO Q103 SLOJO EFFAY Q83 JEVED Q97 KENLL TARPN3
PIT:HPN:H:1,PIT,HPN,H,1,,"RNAV1-DME/DME/IRU OR GPS, 250 KTS OR GREATER",,,,TYROO PSB DANZI VALRE1
PIT:IND:H:1,PIT,IND,H,1,,,,,,DILNE AEROS RINTE SNKPT2
PIT:JFK:H:1,PIT,JFK,H,1,,"RNAV 1 - DME/DME/IRU OR GPS,  250KTS OR GREATER",,,,EWC WOMBT BFD HOXIE J70 JHW Q476 WLKES PUCKY1
PIT:MCO:H:1,PIT,MCO,H,1,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING NORTH,,CKB COBBE DANCO Q103 SLOJO EFFAY Q83 ROYCO Q85 LPERD SNFLD3
PIT:MCO:H:2,PIT,MCO,H,2,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING SOUTH,,CKB COBBE DANCO Q103 SLOJO EFFAY Q83 ROYCO Q85 LPERD GTOUT1
PIT:MDW:H:1,PIT,MDW,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,BSV MAYZE ASHEN PANGG7
PIT:MIA:H:1,PIT,MIA,H,1,,"JETS ONLY, EXCLUDES EA50, E50P, SF50, C510, C525",,,,CKB COBBE DANCO Q103 SLOJO EFFAY Q83 JEVED Q97 DEBRL CSTAL3
PIT:MYR:H:1,PIT,MYR,H,1,,,,,,CKB DBRAH SBV RDU
PIT:ORD:H:2,PIT,ORD,H,2,,RNAV ONLY,,,,BSV WEEVR Q62 WATSN WATSN4
PIT:PHL:H:2,PIT,PHL,H,2,,RNAV ONLY,,,,JST BOJID4
PIT:RSW:H:1,PIT,RSW,H,1,,,,,,CKB COBBE DANCO Q103 CYNTA SHFTY6
PIT:TPA:H:2,PIT,TPA,H,2,,,,,,CKB COBBE DANCO Q103 SLOJO Q75 TEUFL BAAMF DADES2
PMD:BUR:TEC:1,PMD,BUR,TEC,1,JMPQ80,,,,EDWQ4,PMD LYNXX VNY
PMD:CMA:TEC:1,PMD,CMA,TEC,1,JMPQ80,,,,EDWQ6,PMD V386 FIM
PMD:FUL:TEC:1,PMD,FUL,TEC,1,MPQ80,,,,EDWQ3,PMD V386 VAZCU V23 LAX V25 ALBAS SLI
PMD:FUL:TEC:2,PMD,FUL,TEC,2,JMPQ90,,,,EDWQ2,PMD V201 BERRI V459 SLI
PMD:HHR:TEC:1,PMD,HHR,TEC,1,JMPQ80,,,,EDWQ1,PMD V518 KIMMO V459 DARTS V186 ADAMM V394 POWUP
PMD:LGB:TEC:1,PMD,LGB,TEC,1,MPQ80,,,,EDWQ3,PMD V386 VAZCU V23 LAX V25 ALBAS SLI
PMD:LGB:TEC:2,PMD,LGB,TEC,2,JMPQ90,,,,EDWQ2,PMD V201 BERRI V459 SLI
PMD:NTD:TEC:1,PMD,NTD,TEC,1,JMPQ80,,,,EDWQ6,PMD V386 FIM
PMD:OXR:TEC:1,PMD,OXR,TEC,1,JMPQ80,,,,EDWQ6,PMD V386 FIM
PMD:SLI:TEC:1,PMD,SLI,TEC,1,MPQ80,,,,EDWQ3,PMD V386 VAZCU V23 LAX V25 ALBAS SLI
PMD:SLI:TEC:2,PMD,SLI,TEC,2,JMPQ90,,,,EDWQ2,PMD V201 BERRI V459 SLI
PMD:SMO:TEC:1,PMD,SMO,TEC,1,JMPQ80,,,,EDWQ5,PMD V518 KIMMO V459 DARTS
PMD:SNA:TEC:1,PMD,SNA,TEC,1,MPQ80,,,,EDWQ3,PMD V386 VAZCU V23 LAX V25 ALBAS SLI
PMD:SNA:TEC:2,PMD,SNA,TEC,2,JMPQ90,,,,EDWQ2,PMD V201 BERRI V459 SLI
PMD:TOA:TEC:1,PMD,TOA,TEC,1,MPQ80,,,,EDWQ3,PMD V386 VAZCU V23 LAX V25 ALBAS SLI
PMD:TOA:TEC:2,PMD,TOA,TEC,2,JMPQ90,,,,EDWQ2,PMD V201 BERRI V459 SLI
PMD:VNY:TEC:1,PMD,VNY,TEC,1,JMPQ80,,,,EDWQ4,PMD LYNXX VNY
PNS:HOU:H:1,PNS,HOU,H,1,,TURBOJETS - DME/DME/IRU OR GPS,1000-0300,HOU EAST FLOW,,ROMMY HRV KCEEE BAYYY5
PNS:HOU:H:2,PNS,HOU,H,2,,TURBOJETS - DME/DME/IRU OR GPS,,HOU WEST FLOW,,ROMMY HRV KCEEE PUCKS4
PNS:IAH:H:1,PNS,IAH,H,1,,TURBOJETS & TURBOPROPS -DME/DME/IRU OR GPS,1000-0300,IAH EAST FLOW,,ROMMY HRV NNCEE2
PNS:IAH:H:3,PNS,IAH,H,3,,TURBOJETS & TURBOPROPS - DME/DME/IRU OR  GPS,1000-0300,IAH WEST FLOW,,ROMMY HRV LINKK1
PNS:MIA:H:1,PNS,MIA,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,CEW DEFUN FROGZ5
PNS:ORD:H:1,PNS,ORD,H,1,,,,,,CEW PIGON VUZ J151 FAM FTZ TRTLL6
POC:AVX:TEC:1,POC,AVX,TEC,1,JMPQ70,,,,ONTQ8,PDZ V388 RNDAL V363 DANAH SXC
POC:BUR:TEC:1,POC,BUR,TEC,1,PQ60,,,,ONTQ1,PDZ V186 VNY
POC:BUR:TEC:2,POC,BUR,TEC,2,JM80,,,,ONTQ2,PDZ V197 POM V264 ITSME V186 VNY
POC:CMA:TEC:1,POC,CMA,TEC,1,PQ60,,,,ONTQ14,PDZ V186 FIM
POC:CMA:TEC:2,POC,CMA,TEC,2,JM80,,,,ONTQ15,PDZ V197 POM V264 ITSME V186 FIM
POC:CRQ:TEC:1,POC,CRQ,TEC,1,JM110PQ70,,,,ONTQ11,PDZ V186 ROBNN V458 OCN
POC:FUL:TEC:1,POC,FUL,TEC,1,JMPQ40,,,,ONTQ9,PDZ V388 SLI
POC:HHR:TEC:1,POC,HHR,TEC,1,JMPQ30,,,,ONTQ3,PDZ POWUP
POC:LAX:TEC:1,POC,LAX,TEC,1,JMPQ40,,,,ONTQ4,PDZ V388 DOWDD FUELR
POC:LAX:TEC:2,POC,LAX,TEC,2,PQ40,,,,ONTQ5,PDZ V388 SLI V8 TANDY
POC:LAX:TEC:3,POC,LAX,TEC,3,JM80,,,,ONTQ6,PDZ V16 PRADO V363 DANAH V23 SLI V8 TANDY
POC:LGB:TEC:1,POC,LGB,TEC,1,JMPQ40,,,,ONTQ9,PDZ V388 SLI
POC:MYF:TEC:1,POC,MYF,TEC,1,JM110PQ90,,,,ONTQ12,PDZ V186 HAILE V66 MZB
POC:NFG:TEC:1,POC,NFG,TEC,1,JM110PQ70,,,,ONTQ11,PDZ V186 ROBNN V458 OCN
POC:NKX:TEC:1,POC,NKX,TEC,1,JM110PQ70,,,,ONTQ11,PDZ V186 ROBNN V458 OCN
POC:NRS:TEC:1,POC,NRS,TEC,1,JM110PQ90,,,,ONTQ12,PDZ V186 HAILE V66 MZB
POC:NTD:TEC:1,POC,NTD,TEC,1,PQ60,,,,ONTQ14,PDZ V186 FIM
POC:NTD:TEC:2,POC,NTD,TEC,2,JM80,,,,ONTQ15,PDZ V197 POM V264 ITSME V186 FIM
POC:NZY:TEC:1,POC,NZY,TEC,1,JM110PQ90,,,,ONTQ12,PDZ V186 HAILE V66 MZB
POC:OKB:TEC:1,POC,OKB,TEC,1,JM110PQ70,,,,ONTQ11,PDZ V186 ROBNN V458 OCN
POC:OXR:TEC:1,POC,OXR,TEC,1,PQ60,,,,ONTQ14,PDZ V186 FIM
POC:OXR:TEC:2,POC,OXR,TEC,2,JM80,,,,ONTQ15,PDZ V197 POM V264 ITSME V186 FIM
POC:RNM:TEC:1,POC,RNM,TEC,1,JM110PQ90,,,,ONTQ13,PDZ V186 ROBNN V208 JLI
POC:SAN:TEC:1,POC,SAN,TEC,1,JM110PQ90,,,,ONTQ12,PDZ V186 HAILE V66 MZB
POC:SBA:TEC:1,POC,SBA,TEC,1,PQ80,,,,ONTQ16,PDZ V186 DEANO V27 KWANG
POC:SBA:TEC:2,POC,SBA,TEC,2,JM80,,,,ONTQ17,PDZ V197 POM V264 ITSME V186 DEANO V27 KWANG
POC:SDM:TEC:1,POC,SDM,TEC,1,JM110PQ90,,,,ONTQ12,PDZ V186 HAILE V66 MZB
POC:SEE:TEC:1,POC,SEE,TEC,1,JM110PQ90,,,,ONTQ12,PDZ V186 HAILE V66 MZB
POC:SLI:TEC:1,POC,SLI,TEC,1,JMPQ40,,,,ONTQ9,PDZ V388 SLI
POC:SMO:TEC:1,POC,SMO,TEC,1,JMPQ60,,,,ONTQ7,PDZ V186 DARTS
POC:SNA:TEC:1,POC,SNA,TEC,1,JMPQ40,,,,ONTQ10,PDZ V388 RNDAL V363 POXKU V8 SLI
POC:TOA:TEC:1,POC,TOA,TEC,1,JMPQ40,,,,ONTQ9,PDZ V388 SLI
POC:VNY:TEC:1,POC,VNY,TEC,1,PQ60,,,,ONTQ1,PDZ V186 VNY
POC:VNY:TEC:2,POC,VNY,TEC,2,JM80,,,,ONTQ2,PDZ V197 POM V264 ITSME V186 VNY
POC:WHP:TEC:1,POC,WHP,TEC,1,PQ60,,,,ONTQ1,PDZ V186 VNY
POC:WHP:TEC:2,POC,WHP,TEC,2,JM80,,,,ONTQ2,PDZ V197 POM V264 ITSME V186 VNY
PSM:ABE:TEC:1,PSM,ABE,TEC,1,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF SASHA T295 LAAYK
PSM:ACK:TEC:1,PSM,ACK,TEC,1,10000,,,,,LBSTA T287 HAVNS LFV
PSM:ACY:TEC:1,PSM,ACY,TEC,1,10000,,,,,GDM YANTC T224 JFK T315 ACY
PSM:ACY:TEC:2,PSM,ACY,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 BRIGS
PSM:ADW:H:1,PSM,ADW,H,1,,,1100-0300,,,CON CAM PONCT BIZEX Q75 MXE V378 BAL
PSM:AVP:TEC:1,PSM,AVP,TEC,1,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF SASHA T295 LAAYK
PSM:BDL:TEC:2,PSM,BDL,TEC,2,10000,RNAV ONLY,,,,CLOWW WITNY
PSM:BDR:TEC:2,PSM,BDR,TEC,2,10000,RNAV ONLY,,,,CLOWW WITNY HFD
PSM:BED:TEC:1,PSM,BED,TEC,1,10000,,,,,LWRNC
PSM:BLM:TEC:1,PSM,BLM,TEC,1,10000,,,,,GDM YANTC T224 JFK COL
PSM:BLM:TEC:2,PSM,BLM,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 MANTA T438 DIXIE
PSM:BOS:TEC:1,PSM,BOS,TEC,1,10000,,,,,STEVO LWRNC
PSM:BWI:TEC:1,PSM,BWI,TEC,1,8000,,,,,GDM YANTC T224 ENO T358 SWANN
PSM:BWI:TEC:2,PSM,BWI,TEC,2,8000,,,,,CLOWW WITNY HFD MAD BEADS T320 AVALO T358 SWANN
PSM:BWI:TEC:3,PSM,BWI,TEC,3,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF SASHA T295 LRP V93 BAL
PSM:DOV:TEC:1,PSM,DOV,TEC,1,10000,,,,,GDM YANTC T224 ENO
PSM:DOV:TEC:2,PSM,DOV,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 AVALO T358 ENO
PSM:DXR:TEC:2,PSM,DXR,TEC,2,10000,RNAV ONLY,,,,CLOWW WITNY HFD T303 MAD EEGOR ALIXX RYMES
PSM:EWR:TEC:3,PSM,EWR,TEC,3,10000,RNAV ONLY,,,,CLOWW WITNY HFD T315 SEALL V188 CMK V623 SAX
PSM:EWR:TEC:4,PSM,EWR,TEC,4,10000,RNAV ONLY,,,,CLOWW WITNY HFD V3 CMK V623 SAX
PSM:FOK:TEC:1,PSM,FOK,TEC,1,10000,,,,,MANCH T314 GDM T320 ORCHA
PSM:FRG:TEC:1,PSM,FRG,TEC,1,10000,,,,,CLOWW WITNY HFD T303 DPK
PSM:GON:TEC:1,PSM,GON,TEC,1,10000,,,,,MANCH T314 GDM T320 YANTC
PSM:HFD:TEC:2,PSM,HFD,TEC,2,10000,RNAV ONLY,,,,CLOWW WITNY HFD
PSM:HPN:TEC:2,PSM,HPN,TEC,2,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,,,MANCH T314 BAF SASHA STUBY PWL IGN V157 HAARP
PSM:HPN:TEC:3,PSM,HPN,TEC,3,10000,RNAV ONLY,,,,CLOWW WITNY HFD T303 MAD EEGOR ALIXX RYMES
PSM:HVN:TEC:2,PSM,HVN,TEC,2,10000,RNAV ONLY,,,,CLOWW WITNY HFD
PSM:HYA:TEC:1,PSM,HYA,TEC,1,10000,,,,,LBSTA T287 HAVNS
PSM:ISP:TEC:1,PSM,ISP,TEC,1,10000,,,,,CLOWW WITNY HFD T303 BELTT
PSM:JFK:TEC:1,PSM,JFK,TEC,1,10000,,,,,CLOWW WITNY HFD T303 DPK
PSM:LGA:TEC:1,PSM,LGA,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,CLOWW WITNY HFD T303 MAD EEGOR PRENO LGA
PSM:LNS:TEC:1,PSM,LNS,TEC,1,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF SASHA T295 LRP
PSM:MDT:TEC:1,PSM,MDT,TEC,1,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF SASHA T295 DUMMR T299 HAR
PSM:MDW:H:1,PSM,MDW,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,CON CAM Q822 GONZZ Q29 DORET DJB ASHEN PANGG7
PSM:MVY:TEC:1,PSM,MVY,TEC,1,10000,,,,,LBSTA T287 HAVNS
PSM:MYR:H:1,PSM,MYR,H,1,,,,,,WEEZE SCUPP FOXBO RIFLE HEADI Q97 PAACK WYLMS
PSM:ORF:TEC:1,PSM,ORF,TEC,1,10000,,,,,GDM YANTC T224 JFK T303 OUTLA
PSM:ORF:TEC:2,PSM,ORF,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 WNSTN T307 OUTLA
PSM:ORH:TEC:1,PSM,ORH,TEC,1,10000,,,,,CLOWW SPENO
PSM:OWD:TEC:1,PSM,OWD,TEC,1,10000,,,,,LWRNC
PSM:OXC:TEC:2,PSM,OXC,TEC,2,10000,RNAV ONLY,,,,CLOWW WITNY HFD
PSM:PBI:H:1,PSM,PBI,H,1,,,,,,WEEZE SCUPP FOXBO RIFLE HEADI Q97 KENLL CPTAN3
PSM:PBI:H:2,PSM,PBI,H,2,,JETS ONLY,,WATER,,WEEZE SCUPP FOXBO RIFLE HEADI Q97 KALDA Q131 WAALT Y289 DULEE CLMNT2
PSM:PBI:H:3,PSM,PBI,H,3,,"JETS ONLY, RNAV 1-DME/DME/IRU OR GPS",,WATER,,WEEZE SCUPP FOXBO RIFLE HEADI Q97 KALDA Q131 WAALT Y289 DULEE CLMNT2
PSM:PBI:H:4,PSM,PBI,H,4,,"JETS ONLY, RNAV 1-DME/DME/IRU OR GPS",,,,WEEZE SCUPP FOXBO RIFLE HEADI Q97 KENLL CPTAN3
PSM:PGD:H:1,PSM,PGD,H,1,,"JET & TURBOPROP ONLY,  RNAV 1 - DME/DME/IRU OR GPS",,,,CON CAM ALB BIZEX Q75 SLOJO Q103 PUPYY KYYUU LUBBR4
PSM:PHL:TEC:1,PSM,PHL,TEC,1,10000,,,,,GDM YANTC T224 JIIMS OOD
PSM:PHL:TEC:2,PSM,PHL,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 BRIGS V184 OOD
PSM:PIE:H:1,PSM,PIE,H,1,,,,,,CON CAM ALB BIZEX Q75 TEUFL BAAMF DADES2
PSM:PIT:TEC:1,PSM,PIT,TEC,1,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF SASHA T295 LAAYK T216 PSB GRACE
PSM:PNE:TEC:1,PSM,PNE,TEC,1,10000,,,,,GDM YANTC T224 DIXIE T438 ARD
PSM:PNE:TEC:2,PSM,PNE,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 MANTA T438 ARD
PSM:PSF:TEC:1,PSM,PSF,TEC,1,10000,,,,,KEYNN CTR
PSM:PVC:TEC:1,PSM,PVC,TEC,1,10000,,,,,LBSTA T287 HAVNS
PSM:PVD:TEC:1,PSM,PVD,TEC,1,10000,,,,,MANCH T314 GDM T393 PVD
PSM:RDU:H:1,PSM,RDU,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,WEEZE SCUPP FOXBO RIFLE Q167 ZJAAY TAQLE3
PSM:RIC:TEC:1,PSM,RIC,TEC,1,10000,,,,,GDM YANTC T224 COLIN
PSM:RIC:TEC:2,PSM,RIC,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 AVALO T358 ENO T224 COLIN
PSM:SFB:H:1,PSM,SFB,H,1,,,,,,CON CAM ALB BIZEX Q75 GSO Q83 ROYCO Q85 LPERD TTHOR3
PSM:SFB:H:2,PSM,SFB,H,2,,JETS ONLY,,WATER,,WEEZE SCUPP FOXBO RIFLE HEADI Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4
PSM:SWF:TEC:1,PSM,SWF,TEC,1,10000,GNSS EQUIPPED ONLY,,,,MANCH T314 BAF VEERS T212 TRESA
PSM:SYR:TEC:1,PSM,SYR,TEC,1,10000,,,,,CAM T316 LAMMS
PSM:TTN:TEC:1,PSM,TTN,TEC,1,10000,,,,,GDM YANTC T224 DIXIE T438 ARD
PSM:TTN:TEC:2,PSM,TTN,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 MANTA T438 ARD
PSM:WWD:TEC:1,PSM,WWD,TEC,1,10000,,,,,GDM YANTC T224 JFK T315 PANZE V44 SIE
PSM:WWD:TEC:2,PSM,WWD,TEC,2,10000,,,,,CLOWW WITNY HFD MAD BEADS T320 WNSTN
PSP:AJO:TEC:3,PSP,AJO,TEC,3,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:BUR:TEC:3,PSP,BUR,TEC,3,PQ100,,,,PSPQ1,PSP V388 PDZ V186 VNY
PSP:BUR:TEC:4,PSP,BUR,TEC,4,JM120,,,,PSPQ2,PSP V388 DEWAY POM VNY
PSP:CCB:TEC:1,PSP,CCB,TEC,1,JM120PQ100,,,,PSPQ5,PSP V388 RNDAL V363 POM
PSP:CMA:TEC:3,PSP,CMA,TEC,3,PQ100,,,,PSPQ14,PSP V388 PDZ V186 FIM
PSP:CMA:TEC:4,PSP,CMA,TEC,4,JM120,,,,PSPQ15,PSP V388 DEWAY POM VNY V186 FIM
PSP:CNO:TEC:1,PSP,CNO,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:EMT:TEC:4,PSP,EMT,TEC,4,JM120PQ100,,,,PSPQ5,PSP V388 RNDAL V363 POM
PSP:F70:TEC:2,PSP,F70,TEC,2,JM120PQ100,,,,PSPQ7,PSP V388 DEWAY TIQMU
PSP:FUL:TEC:3,PSP,FUL,TEC,3,PQ100,,,,PSPQ8A,PSP V388 SLI
PSP:FUL:TEC:4,PSP,FUL,TEC,4,JM120,,,,PSPQ8B,PSP V388 DEWAY FRETS KAYOH8
PSP:HHR:TEC:3,PSP,HHR,TEC,3,JM120PQ100,,,,PSPQ9,PSP V388 PDZ POWUP
PSP:HMT:TEC:3,PSP,HMT,TEC,3,JM120PQ100,,,,PSPQ4,PSP V388 PDZ V186 NIKKL
PSP:L65:TEC:1,PSP,L65,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:LAX:TEC:7,PSP,LAX,TEC,7,PQ100,,,,PSPQ10A,PSP V388 DOWDD FUELR
PSP:LAX:TEC:8,PSP,LAX,TEC,8,PQ100,,,,PSPQ11,PSP V388 SLI V8 TANDY
PSP:LAX:TEC:9,PSP,LAX,TEC,9,JM120,,,,PSPQ12,PSP V388 ACINS V283 SLI V8 TANDY
PSP:LAX:TEC:10,PSP,LAX,TEC,10,M120,,,,PSPQ10B,PSP V388 PDZ V16 LAHAB
PSP:LAX:TEC:11,PSP,LAX,TEC,11,J120,,,,PSPQ10C,PSP V388 LENHO SEAVU
PSP:LGB:TEC:1,PSP,LGB,TEC,1,PQ100,,,,PSPQ8A,PSP V388 SLI
PSP:LGB:TEC:2,PSP,LGB,TEC,2,JM120,,,,PSPQ8B,PSP V388 DEWAY FRETS KAYOH8
PSP:NTD:TEC:1,PSP,NTD,TEC,1,PQ100,,,,PSPQ14,PSP V388 PDZ V186 FIM
PSP:NTD:TEC:2,PSP,NTD,TEC,2,JM120,,,,PSPQ15,PSP V388 DEWAY POM VNY V186 FIM
PSP:ONT:TEC:1,PSP,ONT,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:OXR:TEC:1,PSP,OXR,TEC,1,PQ100,,,,PSPQ14,PSP V388 PDZ V186 FIM
PSP:OXR:TEC:2,PSP,OXR,TEC,2,JM120,,,,PSPQ15,PSP V388 DEWAY POM VNY V186 FIM
PSP:POC:TEC:1,PSP,POC,TEC,1,JM120PQ100,,,,PSPQ5,PSP V388 RNDAL V363 POM
PSP:RAL:TEC:1,PSP,RAL,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:RIR:TEC:1,PSP,RIR,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:RIV:TEC:1,PSP,RIV,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:SBA:TEC:3,PSP,SBA,TEC,3,PQ100,,,,PSPQ16,PSP V388 PDZ V186 DEANO V27 KWANG
PSP:SBA:TEC:4,PSP,SBA,TEC,4,M120,,,,PSPQ17,PSP V388 DEWAY POM VNY V186 DEANO V27 KWANG
PSP:SBD:TEC:1,PSP,SBD,TEC,1,JM120PQ100,,,,PSPQ3,PSP V388 PDZ
PSP:SLI:TEC:1,PSP,SLI,TEC,1,PQ100,,,,PSPQ8A,PSP V388 SLI
PSP:SLI:TEC:2,PSP,SLI,TEC,2,JM120,,,,PSPQ8B,PSP V388 DEWAY FRETS KAYOH8
PSP:SMO:TEC:1,PSP,SMO,TEC,1,PQ100,,,,PSPQ13A,PSP V388 PDZ V186 DARTS
PSP:SMO:TEC:2,PSP,SMO,TEC,2,JM120,,,,PSPQ13B,PSP V388 DEWAY POM DARTS
PSP:SNA:TEC:1,PSP,SNA,TEC,1,PQ100,,,,PSPQ18,PSP V388 RNDAL V363 POXKU V8 SLI
PSP:SNA:TEC:2,PSP,SNA,TEC,2,JM120,,,,PSPQ8B,PSP V388 DEWAY FRETS KAYOH8
PSP:TOA:TEC:1,PSP,TOA,TEC,1,PQ100,,,,PSPQ8A,PSP V388 SLI
PSP:TOA:TEC:2,PSP,TOA,TEC,2,JM120,,,,PSPQ8B,PSP V388 DEWAY FRETS KAYOH8
PSP:VNY:TEC:1,PSP,VNY,TEC,1,PQ100,,,,PSPQ1,PSP V388 PDZ V186 VNY
PSP:VNY:TEC:2,PSP,VNY,TEC,2,JM120,,,,PSPQ2,PSP V388 DEWAY POM VNY
PSP:WHP:TEC:1,PSP,WHP,TEC,1,PQ100,,,,PSPQ1,PSP V388 PDZ V186 VNY
PSP:WHP:TEC:2,PSP,WHP,TEC,2,JM120,,,,PSPQ2,PSP V388 DEWAY POM VNY
PUC:LAS:SHD:1,PUC,LAS,SHD,1,,TURBOJETS,1300-0600,SW BND,,GGAPP CHOWW4
PVD:ABE:TEC:1,PVD,ABE,TEC,1,5000,,,,,HFD PWL HUO T299 FJC
PVD:ACK:TEC:1,PVD,ACK,TEC,1,10000,,,,,PVD CLAMY
PVD:ACY:TEC:1,PVD,ACY,TEC,1,10000,SINGLE ENGINE ONLY,,,,YANTC T224 JFK T315 ACY
PVD:ADW:H:1,PVD,ADW,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,JUMPR RIFLE Q167 ZIZZI KNUKK ATR LAFLN SPISY2
PVD:ALB:TEC:1,PVD,ALB,TEC,1,10000,,,,,PUT ALB
PVD:APF:H:1,PVD,APF,H,1,,"JETS , TURBOPROPS ONLY  RNAV 1-DME/DME/IRU OR GPS",,,,PUT NELIE Q75 SLOJO Q103 CYNTA SHFTY6
PVD:ATL:H:2,PVD,ATL,H,2,,RNAV ONLY,,,,PUT BAF Q448 PTW J48 MOL FLASK OZZZI2
PVD:AUG:TEC:1,PVD,AUG,TEC,1,10000,,,,,WOONS BOS PEASE ENE
PVD:AVP:TEC:1,PVD,AVP,TEC,1,6000,,,,,HFD PWL V34 WEETS T212 LVZ
PVD:BCT:H:1,PVD,BCT,H,1,,,,,,JUMPR RIFLE HEADI Q97 KENLL CPTAN3
PVD:BCT:H:3,PVD,BCT,H,3,,JETS ONLY,,WATER,,JUMPR RIFLE HEADI Q97 KALDA Q131 WAALT Y289 DULEE CLMNT2
PVD:BDL:TEC:1,PVD,BDL,TEC,1,10000,,,,,PVD
PVD:BDR:TEC:1,PVD,BDR,TEC,1,10000,,,,,HFD
PVD:BED:TEC:1,PVD,BED,TEC,1,10000,,,,,WOONS
PVD:BGR:TEC:1,PVD,BGR,TEC,1,10000,,,,,WOONS BOS PEASE ENE
PVD:BHB:TEC:1,PVD,BHB,TEC,1,10000,,,,,WOONS BOS PEASE ENE
PVD:BLM:H:1,PVD,BLM,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,JUMPR RIFLE Q439 MANTA T438 DIXIE
PVD:BOS:TEC:1,PVD,BOS,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,WOONS
PVD:BTV:TEC:1,PVD,BTV,TEC,1,10000,,,,,PUT T393 GDM T315 BTV
PVD:BUF:TEC:1,PVD,BUF,TEC,1,10000,,,,,PUT ALB T608 WOZEE
PVD:BWI:H:1,PVD,BWI,H,1,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,,,JUMPR RIFLE Q167 ZIZZI KNUKK ATR LAFLN MIIDY4
PVD:BWI:TEC:1,PVD,BWI,TEC,1,8000,SINGLE ENGINE ONLY,,,,YANTC T224 ENO T358 SWANN
PVD:CHS:H:1,PVD,CHS,H,1,,TURBOJETS,,,,JUMPR RIFLE HEADI Q97 SAWED DFENC Q109 JOHAR AMYLU AMYLU3
PVD:CLT:H:1,PVD,CLT,H,1,,,1100-0300,,,PUT NELIE Q75 GVE AIROW CHSLY7
PVD:CON:TEC:1,PVD,CON,TEC,1,10000,,,,,WOONS MANCH
PVD:CVG:H:1,PVD,CVG,H,1,,ALL OTHERS,,,,PUT CTR HNK J49 PSB MAULL KODIE SAVVI TIGRR4
PVD:DCA:H:2,PVD,DCA,H,2,,TURBOJET,1100-0300,,,JUMPR RIFLE Q167 ZIZZI KNUKK ATR LAFLN DEALE3
PVD:DEN:H:1,PVD,DEN,H,1,,,,,,PUT CTR CAM ARNII Q816 HOCKE Q935 MONEE IANNA ONL PORDR AALLE4
PVD:DET:H:1,PVD,DET,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,PUT CTR CAM Q822 GONZZ COLTS GIGGY2
PVD:DOV:TEC:1,PVD,DOV,TEC,1,10000,SINGLE ENGINE ONLY,,,,YANTC T224 ENO
